"Block","Year","BAM","BAPERCM","Sor_BA","SorM","SPRM"
1,1964,25.0011870363493,0,1,1,3
1,1984,29.192758859631,0.167654912432263,0.922656087244006,0.842105263157895,2
1,1988,17.1261370966417,-0.31498704154559,0.813065507914839,0.705882352941176,2
1,1996,15.5678482355989,-0.377315636534988,0.767474411518156,0.625,2
1,2014,17.5494685114236,-0.298054588931782,0.82299409929853,0.625,2
2,1964,35.3036474447153,0,1,1,5
2,1984,43.5380759490395,0.233245828698554,0.890840110614797,0.666666666666667,4
2,1988,44.6795147348591,0.26557786429366,0.876701143903205,0.666666666666667,4
2,1996,37.5800847514146,0.0644816462736374,0.76496751831523,0.5,3
2,2014,46.0154735281222,0.303419812363054,0.689307339418969,0.5,3
3,1964,48.8714007174062,0,1,1,4
3,1984,52.9953497588195,0.0843836882282042,0.943269614233223,0.236842105263158,3
3,1988,52.3776341033074,0.0717440739252711,0.938336735788182,0.213333333333333,3
3,1996,43.5856318078332,-0.108156689433507,0.866616915824378,0.236842105263158,3
3,2014,33.3048157134579,-0.318521359638544,0.699062766138455,0.210526315789474,4
4,1964,73.1873278561912,0,1,1,4
4,1984,68.9533052621778,-0.0578518538391371,0.900422880379956,0.5,3
4,1988,65.1629933605758,-0.109641036647529,0.875800652954731,0.421052631578947,3
4,1996,57.5648159084199,-0.213459247733004,0.880518120024892,0.333333333333333,3
4,2014,34.4872846159672,-0.528780656075698,0.640583398893302,0.181818181818182,2
5,1964,27.0550032336336,0,1,1,4
5,1984,30.9942658969239,0.145602003048117,0.9321393236764,0.375,2
5,1988,30.8120142531075,0.138865665142608,0.935075087975032,0.375,2
5,1996,7.33014069394247,-0.729065244212207,0.426355097386338,0.142857142857143,1
5,2014,8.6070993233903,-0.681866631134225,0.482702852958684,0.142857142857143,1
6,1964,37.1650410919673,0,1,1,3
6,1984,41.8000879882114,0.12471523668639,0.94130261103559,0.285714285714286,1
6,1988,41.9374933968978,0.128412404902789,0.939667517156453,0.285714285714286,1
6,1996,43.6863394873349,0.175468617920541,0.919342151628799,0.285714285714286,1
6,2014,47.6725256167744,0.282724953775935,0.876145852215673,0.333333333333333,2
7,1964,45.9850624669206,0,1,1,3
7,1984,7.11578590019722,-0.845258753202391,0.268010252906001,0.2,1
7,1988,6.67370490897488,-0.854872331340734,0.253469849050427,0.2,1
8,1964,61.5909239736279,0,1,1,3
8,1984,29.1397248486476,-0.526882810507524,0.533163639605841,0.588235294117647,2
8,1988,31.2081690867252,-0.49329922213721,0.525008680300257,0.588235294117647,2
8,1996,35.5972096432392,-0.422038064269319,0.507444111835121,0.588235294117647,2
8,2014,18.7594939646603,-0.695417883766564,0.458549836226751,0.5,2
9,1964,36.3933873964293,0,1,1,3
9,1984,35.3473548525084,-0.0287423792824385,0.87043472882203,0.764705882352941,3
9,1988,36.2147485841645,-0.00490855138926359,0.874333608624566,0.764705882352941,3
9,1996,28.1711718335459,-0.225926085783653,0.872651255410939,0.727272727272727,3
9,2014,35.9235595731025,-0.0129097030240411,0.942419278934417,0.727272727272727,3
10,1964,32.4958490105694,0,1,1,2
10,1984,18.2466842913149,-0.438491842900302,0.719186966198918,0.4,2
10,1988,18.7805194229761,-0.422064048338369,0.73252143225844,0.222222222222222,1
10,1996,19.3610268404973,-0.4042,0.746710114049379,0.222222222222222,1
10,2014,20.8843103674815,-0.357323750467674,0.782474635175735,0.222222222222222,1
11,1964,45.5923633852219,0,1,1,3
11,1984,27.401854697544,-0.398981481481481,0.750795211381644,0.680851063829787,3
11,1988,27.6027791826951,-0.394574504737295,0.754224343701027,0.708333333333333,3
11,1996,21.5651486113018,-0.527000861326443,0.642225954184189,0.558139534883721,3
11,2014,27.2697096787954,-0.401879883953669,0.748529613063191,0.523809523809524,3
12,1964,36.3305555433575,0,1,1,3
12,1984,39.4338404015275,0.0854180403177864,0.957123594294272,0.8,3
12,1988,37.3846776883614,0.0290147543641572,0.966398937108148,0.75,3
12,1996,41.4379997999311,0.140582608225693,0.909582096184532,0.604651162790698,3
12,2014,50.4618648496049,0.388964856025472,0.830242629032806,0.571428571428571,3
13,1964,42.1474106910198,0,1,1,3
13,1984,40.1906500717773,-0.0464265915073024,0.962163072205822,0.666666666666667,3
13,1988,38.5094267632088,-0.0863157159162376,0.954895529720272,0.5,2
13,1996,33.9119611690832,-0.195396333651674,0.878232849864418,0.451612903225806,2
13,2014,42.3080102981407,0.00381042641737211,0.981881673975375,0.451612903225806,2
14,1964,37.4895087082208,0,1,1,3
14,1984,44.3256143224322,0.182347164573868,0.916444474310084,0.8,3
14,1988,43.0205770991769,0.147536433032616,0.93129968331933,0.714285714285714,3
14,1996,40.1223007966077,0.0702274363976797,0.94822195354763,0.615384615384615,3
14,2014,48.1384496516481,0.284051226872764,0.875637103261613,0.666666666666667,3
15,1964,59.125264614412,0,1,1,3
15,1984,58.6144023790302,-0.00864033740421236,0.975758917969886,0.842105263157895,3
15,1988,40.7256240307755,-0.31119760230471,0.780293406725654,0.6875,3
15,1996,41.2338944522182,-0.302601100880871,0.768961017363659,0.551724137931034,3
15,2014,43.6998428536369,-0.260893915001865,0.75459947523188,0.384615384615385,3
16,1964,41.0758330718344,0,1,1,2
16,1984,15.2693576635997,-0.628264200097994,0.541993290440568,0.705882352941176,2
16,1988,16.7935013394887,-0.59115859415146,0.580393796138177,0.533333333333333,2
16,1996,18.6182954323264,-0.546733589072527,0.623789839934715,0.428571428571429,2
16,2014,23.4973379799309,-0.427952247764806,0.72777401503464,0.37037037037037,1
17,1964,53.437018416006,0,1,1,2
17,1984,49.1837535669894,-0.0795939776412123,0.953460993377319,0.838709677419355,2
17,1988,46.5371581058808,-0.129121356592352,0.930983574457204,0.8,2
17,1996,27.0778190502803,-0.49327601252974,0.67261687168203,0.363636363636364,1
17,2014,28.4034353701141,-0.468468933857911,0.694117250237712,0.8,2
18,1964,41.101849385997,0,1,1,4
18,1984,37.2996583371736,-0.0925065685759328,0.913057894953012,0.75,3
18,1988,37.4164274091167,-0.089665599770697,0.911700033734252,0.717948717948718,3
18,1996,42.2969308663766,0.0290760999378971,0.852649756972688,0.648648648648649,3
18,2014,45.2420325284917,0.100729850465203,0.829069923839598,0.571428571428571,3
19,1964,32.8806941106342,0,1,1,4
19,1984,35.6419184336906,0.083977069150842,0.958264418762185,0.857142857142857,4
19,1988,35.5731764594392,0.0818864206377643,0.959705730414846,0.857142857142857,4
19,1996,35.0069240185837,0.0646649946255822,0.866640751898488,0.782608695652174,3
19,2014,41.8588467890981,0.273052407234928,0.787189427602084,0.727272727272727,3
20,1964,30.9564686103104,0,1,1,3
20,1984,33.8148074162709,0.0923341367499682,0.886670623692317,0.944444444444444,3
20,1988,35.5739422226485,0.149160218191044,0.875364703812988,0.848484848484849,3
20,1996,39.5515715862208,0.277651274895344,0.826398065133273,0.642857142857143,3
20,2014,45.8022028834779,0.479568081878143,0.765635260596314,0.642857142857143,3
21,1964,72.8957487880299,0,1,1,3
21,1984,75.4923929259464,0.0356213384331526,0.924371068891116,0.895522388059702,3
21,1988,75.1990270769634,0.0315968808500896,0.910978129654931,0.892307692307692,3
21,1996,76.3872755933214,0.047897536733512,0.86245867049537,0.870967741935484,3
21,2014,83.4738182034901,0.145112295179513,0.839109664306161,0.793103448275862,3
22,1964,40.3675021032203,0,1,1,3
22,1984,29.3951952362467,-0.271810399338489,0.669229394438761,0.73469387755102,2
22,1988,30.792477473793,-0.237196361690744,0.657257926552668,0.652173913043478,2
22,1996,23.0806332724394,-0.428237268349628,0.704329750661249,0.41025641025641,2
22,2014,27.7642824618872,-0.312212026622467,0.652479784698882,0.368421052631579,2
23,1964,34.9904699270606,0,1,1,3
23,1984,48.4218388086775,0.383857916444544,0.833562060132472,0.914285714285714,3
23,1988,49.6540696221859,0.41907410005331,0.821707523073429,0.882352941176471,3
23,1996,50.8563374957606,0.453433966499257,0.805680602322614,0.774193548387097,3
23,2014,49.8195780418202,0.423804199991358,0.809406015211,0.592592592592593,2
24,1964,51.4671416474348,0,1,1,3
24,1984,54.1406762655479,0.0519464367465282,0.974684311531595,0.9,3
24,1988,53.6448936749032,0.0423134442240196,0.949959950027198,0.810810810810811,3
24,1996,55.2411172672381,0.0733278650999542,0.927905182472256,0.742857142857143,3
24,2014,17.4843645517824,-0.660281026066,0.278215099254793,0.705882352941176,2
27,1964,20.0752679302909,0,1,1,5
27,1984,23.6219100516988,0.176667237205663,0.918835900046687,0.792452830188679,5
27,1988,21.6693316776764,0.0794043572878205,0.949392648756958,0.72,5
27,1996,24.2318306304392,0.207048927794214,0.896983969276885,0.72,5
27,2014,30.0551687263387,0.497124164454586,0.800921327208747,0.666666666666667,5
28,1964,61.9674242182065,0,1,1,3
28,1984,69.4993926051881,0.121547223916539,0.942708216651358,0.837209302325581,3
28,1988,62.2417441617272,0.00442684115051599,0.975565771371473,0.717948717948718,3
28,1996,61.0705976903771,-0.0144725481032011,0.95622933880176,0.591549295774648,3
28,2014,64.442085129268,0.0399348680743514,0.952565768967151,0.484848484848485,3
29,1964,25.5980896405313,0,1,1,3
29,1984,31.1643438692076,0.21744803252282,0.900440591417098,0.76,3
29,1988,26.3743968201875,0.0303267622919386,0.872885149892121,0.590909090909091,3
29,1996,26.0008614536756,0.0157344481092276,0.840201330865976,0.41025641025641,3
29,2014,27.9674029045786,0.0925582063864558,0.947064193019709,0.41025641025641,3
30,1964,49.5748229474991,0,1,1,3
30,1984,24.7025786546256,-0.501711207707465,0.622408051775918,0.692307692307692,3
30,1988,18.1756253924815,-0.633369837513491,0.505000142008322,0.454545454545455,3
30,1996,6.14644748693209,-0.876016753636391,0.220614046988207,0.341463414634146,2
30,2014,9.16150561986363,-0.815198419779212,0.311953635622853,0.256410256410256,1
31,1964,53.0757352608432,0,1,1,3
31,1984,59.2436830224983,0.116210312138728,0.945085650763472,0.897959183673469,3
31,1988,40.8357172183297,-0.230614196531792,0.791402486080014,0.857142857142857,3
31,1996,4.04721564084931,-0.923746404624277,0.085857926171987,0.727272727272727,3
31,2014,16.1055352592811,-0.696555588346923,0.442800791909255,0.577777777777778,4
32,1964,36.4125314766621,0,1,1,2
32,1984,41.3830415634473,0.136505479987598,0.936108059976336,0.540540540540541,1
32,1988,24.8286154248968,-0.318129928955634,0.810847499796408,0.5,1
32,1996,18.9706643183346,-0.479007266207417,0.685069326391181,0.411764705882353,1
32,2014,26.156816483284,-0.281653446697361,0.836090428815988,0.411764705882353,1
33,1964,63.8248908746415,0,1,1,3
33,1984,75.9663218126945,0.19023034386224,0.913145964580699,0.869565217391304,3
33,1988,45.4168661656107,-0.288414511278774,0.83149278071161,0.7,2
33,1996,44.7128548868953,-0.299444867446529,0.823913461131427,0.555555555555556,2
33,2014,47.9934217595154,-0.248045376939551,0.846017300788897,0.594594594594595,2
34,1964,40.5663060133303,0,1,1,2
34,1984,6.03064052773914,-0.85133868176813,0.258842734359165,0.709677419354839,2
34,1988,2.3219707652223,-0.942761099212255,0.108279974838414,0.431372549019608,2
34,1996,5.57891877406109,-0.862474074611875,0.24179831389988,0.431372549019608,2
34,2014,8.60839245650893,-0.787794519577894,0.350114702250337,0.297872340425532,2
35,1964,68.5225536394625,0,1,1,2
35,1984,72.97159861566,0.0649281840779982,0.96855668658182,0.733333333333333,2
35,1988,40.890341660594,-0.403257183383121,0.747450134619971,0.48,2
35,1996,42.74757269758,-0.37615324550658,0.768356684849904,0.382978723404255,2
35,2014,47.0717654355204,-0.313047121927291,0.814430428972659,0.232558139534884,1
36,1964,39.542834031653,0,1,1,3
36,1984,39.7655140459303,0.00563136203386457,0.982461369880378,0.826086956521739,2
36,1988,15.0142014352659,-0.620305377625503,0.550403859255508,0.578947368421053,2
36,1996,16.2093221855537,-0.590081930582452,0.581477857911119,0.363636363636364,2
36,2014,20.9289247534835,-0.470727749641554,0.692188392530356,0.258064516129032,2
37,1964,28.1152907542202,0,1,1,3
37,1984,29.0301618048537,0.0325399818423075,0.98399048376268,0.909090909090909,3
37,1988,29.6172272970392,0.0534206299322579,0.972517364766028,0.888888888888889,3
37,1996,32.8355140812847,0.167888120678818,0.92019873725879,0.8,3
37,2014,33.9239258567615,0.206600570249109,0.871824311974704,0.604651162790698,3
38,1964,54.5989168239821,0,1,1,3
38,1984,54.25907503868,-0.00622433200273315,0.990860902019663,0.871794871794872,3
38,1988,55.2645810373696,0.012191894127378,0.981904104550568,0.871794871794872,3
38,1996,60.060124048304,0.100024094652426,0.944900939920408,0.871794871794872,3
38,2014,53.6798289400208,-0.0168334453762934,0.868595094633637,0.777777777777778,3
39,1964,41.9068825034793,0,1,1,3
39,1984,36.0761847131871,-0.139134610879445,0.925231232902236,0.785714285714286,3
39,1988,34.076521719269,-0.186851426697278,0.896946433707349,0.692307692307692,3
39,1996,36.1171039575001,-0.138158178325446,0.92318273339727,0.666666666666667,3
39,2014,27.4675569116016,-0.344557378866798,0.779443845570215,0.56,3
40,1964,35.3173919125748,0,1,1,2
40,1984,38.1198889091177,0.0793517540445877,0.961838224874536,0.833333333333333,3
40,1988,33.6377197653789,-0.0475593484183021,0.947680356962346,0.666666666666667,3
40,1996,36.0471446160955,0.0206627008394952,0.944577701986977,0.666666666666667,3
40,2014,43.2599050800794,0.224889572456701,0.898921018265019,0.636363636363636,3
41,1964,32.8881750281405,0,1,1,4
41,1984,33.8364058657644,0.0288319688402438,0.893772833410088,0.829268292682927,4
41,1988,19.9061520707573,-0.394732238753753,0.754101933469776,0.736842105263158,3
41,1996,21.7346375349629,-0.339135190190217,0.795808070478019,0.684210526315789,3
41,2014,25.0055029616449,-0.239681042190724,0.858022261904775,0.585365853658537,3
42,1964,56.2050560681299,0,1,1,4
42,1984,47.951503118527,-0.146847161572052,0.920758202708944,0.758620689655172,4
42,1988,37.1225510513274,-0.339515807860262,0.782906274930909,0.736842105263158,4
42,1996,41.043140873283,-0.269760698689956,0.774796125835637,0.714285714285714,4
42,2014,57.5577883389526,0.0240678039566942,0.688465825600731,0.736842105263158,4
43,1964,73.1775103791488,0,1,1,3
43,1984,56.8211420224529,-0.22351632724248,0.87337845693942,0.778761061946903,3
43,1988,57.3630471202431,-0.216110976951354,0.877652226649034,0.756756756756757,3
43,1996,59.8916561422553,-0.181556521505809,0.89845255171158,0.722222222222222,3
43,2014,67.5433684059633,-0.0769928075441999,0.902244935792139,0.673076923076923,3
46,1964,44.5811632498477,0,1,1,3
46,1984,44.8535786028221,0.00611054833737064,0.971947851905453,0.80952380952381,3
46,1988,26.0145666516269,-0.416467297951993,0.700240389763507,0.684210526315789,2
46,1996,28.0851118297916,-0.370022902444396,0.695060044103227,0.684210526315789,2
46,2014,27.5457417749452,-0.382121511263183,0.653455791140349,0.484848484848485,2
47,1964,70.8818111824921,0,1,1,3
47,1984,75.3009521236183,0.0623452034789101,0.966462848287857,0.981132075471698,3
47,1988,64.2387368018897,-0.0937204378638004,0.923569158657545,0.875,3
47,1996,66.5327866624032,-0.0613560015966845,0.926500771311664,0.772727272727273,3
47,2014,27.8736009570134,-0.606759470560789,0.564497688848448,0.5,3
48,1964,74.0237769002095,0,1,1,3
48,1984,71.624326606168,-0.0324145888594164,0.983525701768328,0.888888888888889,3
48,1988,43.2855900744613,-0.415247480106101,0.737973295581886,0.885714285714286,3
48,1996,46.4854003669129,-0.372020689655172,0.763328674528088,0.869565217391304,3
48,2014,35.2589871467379,-0.523680246763549,0.64527992962533,0.741935483870968,3
49,1964,63.7056085285755,0,1,1,3
49,1984,69.5811132840896,0.0922290029280321,0.955918303972003,0.8,3
49,1988,73.8335534650346,0.158980428417322,0.926363191474661,0.8,3
49,1996,65.7601904890692,0.0322511943288642,0.945593169416767,0.759493670886076,3
49,2014,70.4606769769139,0.1060356945701,0.948269478181646,0.76056338028169,3
50,1964,42.2976180897696,0,1,1,3
50,1984,48.6402776728724,0.149953114845418,0.930252844208558,0.888888888888889,3
50,1988,48.045142214558,0.135882926376381,0.936380910817564,0.815789473684211,3
50,1996,52.0760608435168,0.231181877263021,0.896385911153684,0.805194805194805,3
50,2014,59.0824969445333,0.396827992042972,0.834436182587834,0.805194805194805,3
52,1964,61.6635733037422,0,1,1,3
52,1999,25.3776872809279,-0.58844929151409,0.578338023562055,0.428571428571429,4
52,2014,28.0289231518273,-0.545454120640032,0.622884980499145,0.28,3
53,1964,47.9171419488783,0,1,1,3
53,1999,29.0357577667679,-0.394042370103262,0.416093778824596,0.492753623188406,2
53,2014,31.9555270949017,-0.333108658087449,0.442048260790927,0.492753623188406,2
54,1964,55.9144587476728,0,1,1,3
54,1999,25.9367729635424,-0.536134775432805,0.542463037785143,0.904761904761905,2
54,2014,30.2008914190702,-0.459873311921719,0.52792879086287,0.756756756756757,2
55,1964,60.8742481495277,0,1,1,3
55,1999,43.9701627486326,-0.277688610779602,0.823483495833647,0.517241379310345,2
55,2014,49.1283003212061,-0.192954298170051,0.812297081221719,0.491228070175439,2
56,1964,52.2250508751133,0,1,1,3
56,1999,22.0367016686056,-0.57804346191443,0.492018233160238,0.171428571428571,3
56,2014,24.5235709000098,-0.530425141017986,0.489330965221121,0.263157894736842,3
57,1964,30.1867784101809,0,1,1,3
57,1999,18.7571145577069,-0.378631455704436,0.628447477666715,0.740740740740741,2
57,2014,20.6252373545334,-0.316745991431228,0.604189299744103,0.64,2
58,1964,29.6782330993811,0,1,1,2
58,1999,1.07414979817052,-0.963806814422759,0.0698579880296718,0.631578947368421,1
58,2014,2.00838643843951,-0.932327964683268,0.120338115548847,0.375,1
60,1964,38.4098971809522,0,1,1,3
60,1999,15.9937303897011,-0.583603925978939,0.556475962860651,0.1875,3
60,2014,1.2931339623784,-0.966333313617416,0.049105764496568,0.125,2
61,1964,56.4524564896001,0,1,1,3
61,1999,30.4284846949665,-0.46098918298494,0.567100508270412,0.566666666666667,3
61,2014,42.3994215902024,-0.248935755381816,0.639644839188477,0.456140350877193,4
62,1964,22.1325202445401,0,1,1,3
62,1999,19.9176581538511,-0.100072746628815,0.464947202976469,0.294117647058823,3
62,2014,25.9095304986944,0.170654322798421,0.420205607555601,0.27027027027027,3
63,1964,59.1900599628923,0,1,1,3
63,1999,43.2386821691524,-0.269494198920228,0.831689207620288,0.482758620689655,3
63,2014,38.2566350088873,-0.353664533658669,0.747045264495766,0.421052631578947,4
64,1964,56.4128135173026,0,1,1,3
64,1999,29.5603448350551,-0.475999458421117,0.646046877787007,0.464285714285714,3
64,2014,35.3264283127153,-0.373787157382601,0.668121267737941,0.363636363636364,5
65,1964,33.6130778980023,0,1,1,3
65,1999,3.92316200094068,-0.883284654477481,0.136950000130773,0.256410256410256,3
65,2014,3.07790703961201,-0.908431264493189,0.167774566141813,0.210526315789474,2
66,1964,74.2397613951438,0,1,1,3
66,1999,16.1772190356249,-0.782094948426342,0.357835861329423,0.264150943396226,4
66,2014,19.6176373208142,-0.735752958358815,0.413689684853176,0.235294117647059,4
67,1964,10.934705929901,0,1,1,4
67,1999,28.4902791073343,1.60549111151015,0.554709452372581,0.923076923076923,3
67,2014,34.5731302464871,2.16177960963238,0.480563650071962,0.787878787878788,3
