"Block","Year","BAM","BAPERCM","LightM","MoistM","NitM","LightPercM","MoistPercM","NitPercM"
30,1988,18.1756253924815,-0.633369837513491,3.73108222414514,2,1.31722944396372,0.929812131902191,0,-0.256320070022543
30,1996,6.14644748693209,-0.876016753636391,1,2,2,-0.482774161498318,0,0.129157768808488
30,2014,9.16150561986363,-0.815198419779212,1,2,2,-0.482774161498318,0,0.129157768808488
31,1964,53.0757352608432,0,1.72880462427746,2,1.82387052023121,0,0,0
31,1984,59.2436830224983,0.116210312138728,1.89159222817023,2,1.79000257187325,0.094161943811789,0,-0.0185692723152675
31,1988,40.8357172183297,-0.230614196531792,2.25897297073777,2,1.70520967464296,0.306667589278283,0,-0.0650599065405201
31,1996,4.04721564084931,-0.923746404624277,2.10668872469351,2,2,0.218581148563266,0,0.0965690699065952
31,2014,16.1055352592811,-0.696555588346923,3.59237047625197,2.03026363332136,1.37059054231197,1.07795052477569,0.0151318166606786,-0.248526401897091
32,1964,36.4125314766621,0,1,2,2,0,0,0
32,1984,41.3830415634473,0.136505479987598,1,2,2,0,0,0
32,1988,24.8286154248968,-0.318129928955634,1,2,2,0,0,0
32,1996,18.9706643183346,-0.479007266207417,1,2,2,0,0,0
32,2014,26.156816483284,-0.281653446697361,1,2,2,0,0,0
33,1964,63.8248908746415,0,1.96235281450205,2,1.77773163209586,0,0,0
33,1984,75.9663218126945,0.19023034386224,1.95638151397297,2,1.77693048703609,-0.00304292912311531,0,-0.000450655793768778
33,1988,45.4168661656107,-0.288414511278774,1.0678581032415,2,2,-0.455827670055104,0,0.125029202322342
33,1996,44.7128548868953,-0.299444867446529,1.06752306663382,2,2,-0.455998402150377,0,0.125029202322342
33,2014,47.9934217595154,-0.248045376939551,1,2,2,-0.490407640965546,0,0.125029202322342
34,1964,40.5663060133303,0,1.34871310850546,2,2,0,0,0
34,1984,6.03064052773914,-0.85133868176813,2.46736646067891,2,2,0.829422762423546,0,0
34,1988,2.3219707652223,-0.942761099212255,2.82404424262412,2,2,1.09388062206461,0,0
34,1996,5.57891877406109,-0.862474074611875,2.16359297791167,2,2,0.604190664617471,0,0
34,2014,8.60839245650893,-0.787794519577894,1.89359956558645,2,2,0.404004716529214,0,0
35,1964,68.5225536394625,0,1.07445932102613,2,2,0,0,0
35,1984,72.97159861566,0.0649281840779982,1.09647582225119,2,2,0.0204907722369935,0,0
35,1988,40.890341660594,-0.403257183383121,1.09254617464927,2,2,0.0168334466174796,0,0
35,1996,42.74757269758,-0.37615324550658,1.05865098598329,2,2,-0.0147128278693108,0,0
35,2014,47.0717654355204,-0.313047121927291,1,2,2,-0.0692993392760704,0,0
36,1964,39.542834031653,0,1.14598540145985,2,1.98882764784746,0,0,0
36,1984,39.7655140459303,0.00563136203386457,1.09356911103419,2,2,-0.0457390559765325,0,0.00561755673732311
36,1988,15.0142014352659,-0.620305377625503,1.09651521511978,2,2,-0.0431682517744559,0,0.00561755673732311
36,1996,16.2093221855537,-0.590081930582452,1.04547117380992,2,2,-0.0877098674397498,0,0.00561755673732311
36,2014,20.9289247534835,-0.470727749641554,1.03764724896101,2,2,-0.0945371139639575,0,0.00561755673732311
37,1964,28.1152907542202,0,2.76786088413995,2,1.59613101473567,0,0,0
37,1984,29.0301618048537,0.0325399818423075,2.77115091437639,2,1.59758849207369,0.00118865447872902,0,0.000913131393707516
37,1988,29.6172272970392,0.0534206299322579,2.75123194021717,2,1.59764133087332,-0.00600786839326627,0,0.000946235693505586
37,1996,32.8355140812847,0.167888120678818,2.77428079547976,2,1.5879552639809,0.00231944870372212,0,-0.00512223036786067
37,2014,33.9239258567615,0.206600570249109,2.38289733932775,2,1.67482454425862,-0.139083415289428,0,0.0493026755300424
38,1964,54.5989168239821,0,3.05840256050635,2,1.49865141870752,0,0,0
38,1984,54.25907503868,-0.00622433200273315,3.05354144471722,2,1.49380001100097,-0.00158942967544634,0,-0.00323718220660739
38,1988,55.2645810373696,0.012191894127378,3.05670926120283,2,1.49293292621834,-0.000553654814897666,0,-0.00381575890016417
38,1996,60.060124048304,0.100024094652426,3.03451050186721,2,1.49985468333226,-0.00781194043833749,0,0.000802898265547393
38,2014,53.6798289400208,-0.0168334453762934,3.55802804965113,2,1.36609848820488,0.16336158476864,0,-0.0884481400064036
39,1964,41.9068825034793,0,2.19992503396898,2,1.72562432647706,0,0,0
39,1984,36.0761847131871,-0.139134610879445,2.2043704366899,2,1.72720637659231,0.00202070645693516,0,0.000916798686117384
39,1988,34.076521719269,-0.186851426697278,1.97294559559966,2,1.78821528974597,-0.103175987756191,0,0.03627148870617
39,1996,36.1171039575001,-0.138158178325446,1.99446947938735,2,1.78250370087674,-0.0933920708247764,0,0.032961620630254
39,2014,27.4675569116016,-0.344557378866798,2.22159531241004,2,1.74150955694961,0.0098504622232321,0,0.00920549752852407
40,1964,35.3173919125748,0,2.47728915327737,2,1.63067771168066,0,0,0
40,1984,38.1198889091177,0.0793517540445877,2.47622113596679,2,1.6309447160083,-0.000431123395170205,0,0.000163738257862101
40,1988,33.6377197653789,-0.0475593484183021,2.66569166245903,2,1.58357708438524,0.0760518847516906,0,-0.0288840811142697
40,1996,36.0471446160955,0.0206627008394952,2.70731632918742,2,1.57317091770314,0.0928543911015553,0,-0.0352655791917612
40,2014,43.2599050800794,0.224889572456701,2.60982855679983,2,1.60069073983396,0.0535017897878905,0,-0.0183892694625692
41,1964,32.8881750281405,0,3.47783347990216,2.42985562224288,1.40054185689271,0,0,0
41,1984,33.8364058657644,0.0288319688402438,3.14185440040295,2.43326946266235,1.46761455229987,-0.0966058557549622,0.00140495607567017,0.0478905325657108
41,1988,19.9061520707573,-0.394732238753753,3.03686482306384,2,1.49601602664005,-0.126794068602365,-0.176905828604788,0.068169451185961
41,1996,21.7346375349629,-0.339135190190217,3.17149139606987,2,1.46269251338831,-0.0880841724029025,-0.176905828604788,0.0443761506946267
41,2014,25.0055029616449,-0.239681042190724,3.03111801567842,2,1.50350607625076,-0.128446478764792,-0.176905828604788,0.0735174167421842
42,1964,56.2050560681299,0,3.67507423580786,2,1.34103056768559,0,0,0
42,1984,47.951503118527,-0.146847161572052,3.48226276027271,2,1.38461028192371,-0.0524646478311931,0,0.0324971818601698
42,1988,37.1225510513274,-0.339515807860262,2.96379525196812,2,1.51556989288261,-0.193541392146433,0,0.130153129542934
42,1996,41.043140873283,-0.269760698689956,2.88954174261234,1.99502274782209,1.53545024422215,-0.213746020567893,-0.00248862608895339,0.144977811260557
42,2014,57.5577883389526,0.0240678039566942,2.44494447268192,1.99360908622348,1.64722086845777,-0.334722425778572,-0.00319545688825928,0.228324624471923
43,1964,73.1775103791488,0,3.5157637714991,2,1.39300759344227,0,0,0
43,1984,56.8211420224529,-0.22351632724248,3.17600748062202,2,1.48472343503197,-0.0966379748353268,0,0.0658401591071411
43,1988,57.3630471202431,-0.216110976951354,3.24118425070067,2,1.46838721249122,-0.0780995364433568,0,0.0541128558119904
43,1996,59.8916561422553,-0.181556521505809,3.27127615804177,2,1.45994583407234,-0.0695403984304348,0,0.0480530335550144
43,2014,67.5433684059633,-0.0769928075441999,3.21739565836556,2,1.48591499516077,-0.0848658022908978,0,0.0666955457786973
46,1964,44.5811632498477,0,2.78876899361374,2,1.57700946927989,0,0,0
46,1984,44.8535786028221,0.00611054833737064,2.71267139268789,2,1.58726504504079,-0.0272871654483097,0,0.0065031795690956
46,1988,26.0145666516269,-0.416467297951993,1.08849801986699,2,2,-0.609685125458707,0,0.26822320281517
46,1996,28.0851118297916,-0.370022902444396,1.12019466387204,2,2,-0.598319306318568,0,0.26822320281517
46,2014,27.5457417749452,-0.382121511263183,1,2,2,-0.641418847423364,0,0.26822320281517
47,1964,70.8818111824921,0,3.94228695386485,2,1.29445612040617,0,0,0
47,1984,75.3009521236183,0.0623452034789101,3.90526371782764,2,1.30034476770292,-0.00939130927567884,0,0.00454912855207133
47,1988,64.2387368018897,-0.0937204378638004,3.73607461918321,2,1.34464576305793,-0.0523077942054618,0,0.0387727647623984
47,1996,66.5327866624032,-0.0613560015966845,3.71845693963117,2,1.34783105262024,-0.0567766925272274,0,0.0412334812842622
47,2014,27.8736009570134,-0.606759470560789,3.58800354004845,2,1.41210352017349,-0.0898674850315206,0,0.0908855834606417
48,1964,74.0237769002095,0,3.52015915119363,2,1.38355437665782,0,0,0
48,1984,71.624326606168,-0.0324145888594164,3.53169460910243,2,1.38041234202452,0.0032769705610839,0,-0.00227098745544052
48,1988,43.2855900744613,-0.415247480106101,2.59623536584204,2,1.61163647184395,-0.26246648110734,0,0.164852281221564
48,1996,46.4854003669129,-0.372020689655172,2.6104519485259,2,1.6167235907179,-0.258427861808255,0,0.168529129027318
48,2014,35.2589871467379,-0.523680246763549,3.08741134458355,2,1.48121942547658,-0.122934159514733,0,0.0705899605150913
49,1964,63.7056085285755,0,3.99571582678379,2,1.25107104330405,0,0,0
49,1984,69.5811132840896,0.0922290029280321,3.9187831941253,2,1.27030420146868,-0.0192537797965516,0,0.0153733541093145
49,1988,73.8335534650346,0.158980428417322,3.95100193813705,2,1.26224951546574,-0.011190457626395,0,0.00893512180744197
49,1996,65.7601904890692,0.0322511943288642,3.75037853012371,2,1.31240536746907,-0.0614000863163363,0,0.0490254526258048
49,2014,70.4606769769139,0.1060356945701,3.71911549121647,2,1.324186692232,-0.0692242260356025,0,0.0584424436320142
50,1964,42.2976180897696,0,3.69557144183456,2,1.35855538018754,0,0,0
50,1984,48.6402776728724,0.149953114845418,3.7398161413418,2,1.3529467804551,0.0119723566987189,0,-0.0041283556152634
50,1988,48.045142214558,0.135882926376381,3.73656136553764,2,1.35533378914463,0.0110916334180615,0,-0.00237133582472094
50,1996,52.0760608435168,0.231181877263021,3.64150904980447,2,1.38066074657682,-0.0146289668271851,0,0.0162712295072047
50,2014,59.0824969445333,0.396827992042972,3.44540919786818,2,1.42223064328593,-0.0676924388836028,0,0.0468698324904526
52,1964,61.6635733037422,0,3.75185480019105,2,1.32380194236587,0,0,0
52,1999,25.3776872809279,-0.58844929151409,3.9533197934196,2,1.29435772452078,0.0536974387223864,0,-0.0222421624434691
52,2014,28.0289231518273,-0.545454120640032,3.80360926385752,2,1.32667440893345,0.0137943674322984,0,0.00216986127278934
53,1964,47.9171419488783,0,2.32896246516964,2,1.70394197672513,0,0,0
53,1999,29.0357577667679,-0.394042370103262,4.87439231960962,2,1.06280384019519,1.0929458471348,0,-0.376267587328394
53,2014,31.9555270949017,-0.333108658087449,4.75589259438461,2,1.1220537028077,1.0420649390063,0,-0.341495357157516
54,1964,55.9144587476728,0,2.50135196825508,2,1.65586262597886,0,0,0
54,1999,25.9367729635424,-0.536134775432805,4.77187764251307,2,1.11406117874346,0.907719386585121,0,-0.327201930120931
54,2014,30.2008914190702,-0.459873311921719,4.71251511804723,2,1.14374244097638,0.883987210858069,0,-0.309276975618516
55,1964,60.8742481495277,0,3.781666290359,2,1.34309582943586,0,0,0
55,1999,43.9701627486326,-0.277688610779602,4.75027753192622,2,1.12486123403689,0.256133452080794,0,-0.162486243063263
55,2014,49.1283003212061,-0.192954298170051,4.71366586047813,2,1.14316706976093,0.246452092426871,0,-0.148856660331456
56,1964,52.2250508751133,0,2.43461914429656,2,1.67482517482517,0,0,0
56,1999,22.0367016686056,-0.57804346191443,4.88321334378787,2,1.05839332810607,1.00574014018886,0,-0.368057428312453
56,2014,24.5235709000098,-0.530425141017986,4.85357215671688,2,1.07321392164156,0.993565263826604,0,-0.359208389166
57,1964,30.1867784101809,0,3.1263171588396,2,1.51892806036165,0,0,0
57,1999,18.7571145577069,-0.378631455704436,1.29470151534819,2,2,-0.585870067057194,0,0.316718054128126
57,2014,20.6252373545334,-0.316745991431228,1.26516835323225,2,2,-0.595316697266297,0,0.316718054128126
58,1964,29.6782330993811,0,1.12848164075422,2,2,0,0,0
58,1999,1.07414979817052,-0.963806814422759,3,2,2,1.65843935041332,0,0
58,2014,2.00838643843951,-0.932327964683268,3,2,2,1.65843935041332,0,0
60,1964,38.4098971809522,0,2.69614558838565,2,1.62192004907474,0,0,0
60,1999,15.9937303897011,-0.583603925978939,4.92307692307692,2,1.03846153846154,0.825968502696727,0,-0.359733213080414
60,2014,1.2931339623784,-0.966333313617416,3.24615401271404,2,2.24615401271404,0.203998043242806,0,0.384873449215585
61,1964,56.4524564896001,0,1.49953045111474,2,1.91012486522208,0,0,0
61,1999,30.4284846949665,-0.46098918298494,2.52310045105213,2,1.64286608462228,0.682593674024072,0,-0.139916916148161
61,2014,42.3994215902024,-0.248935755381816,2.58332684397551,2,1.62598435775602,0.72275717512444,0,-0.148754938820727
62,1964,22.1325202445401,0,2.79205110007097,2,1.59421575585522,0,0,0
62,1999,19.9176581538511,-0.100072746628815,4.92021869128291,2,1.03989065435855,0.762223725474737,0,-0.347710213915997
62,2014,25.9095304986944,0.170654322798421,4.91410561746804,2,1.04294719126598,0.760034269194833,0,-0.345792947136889
63,1964,59.1900599628923,0,3.16879939625646,2,1.48209916985263,0,0,0
63,1999,43.2386821691524,-0.269494198920228,4.0026992073122,2,1.27613835344721,0.263159546180452,0,-0.138965610800456
63,2014,38.2566350088873,-0.353664533658669,3.65211099759704,2,1.39885184052697,0.152521993633157,0,-0.0561685284082147
64,1964,56.4128135173026,0,1.8093402170005,2,1.81315354492268,0,0,0
64,1999,29.5603448350551,-0.475999458421117,2.77698778342819,2,1.58290291040295,0.534806863483003,0,-0.126989043572451
64,2014,35.3264283127153,-0.373787157382601,2.76997787563371,2,1.59533146214893,0.530932573988626,0,-0.120134383204176
65,1964,33.6130778980023,0,1.29476020795607,2,1.96909866230504,0,0,0
65,1999,3.92316200094068,-0.883284654477481,3.71694902529967,2,1.39040064062461,1.87076247977013,0,-0.293889804893272
65,2014,3.07790703961201,-0.908431264493189,2.20339304898596,2,2,0.701776927840768,0,0.0156931383310096
66,1964,74.2397613951438,0,4.133985718064,2,1.23565194393018,0,0,0
66,1999,16.1772190356249,-0.782094948426342,4.03558081755167,2,1.25586874119279,-0.0238038801349374,0,0.0163612393942521
66,2014,19.6176373208142,-0.735752958358815,3.98394670565028,2.02076891008952,1.27745945432899,-0.0362940325986386,0.01038445504476,0.0338343743189061
67,1964,10.934705929901,0,2.64194648949542,2,1.63153169330221,0,0,0
67,1999,28.4902791073343,1.60549111151015,2.86131200732186,2,1.60445155679057,0.0830317792955496,0,-0.0165979837368843
67,2014,34.5731302464871,2.16177960963238,3.07011017767061,2,1.55077294905816,0.162063724559752,0,-0.0494987284498273
